user_id,total_watch_hours,avg_session_minutes,titles_watched,sessions_count
user_07566,49.68166666666667,229.3,9,9
user_02222,44.92666666666667,192.54285714285714,13,13
user_07872,43.875,239.3181818181818,10,10
user_06269,41.568333333333335,166.27333333333334,14,14
user_03869,40.55833333333334,143.14705882352942,17,17
user_00979,40.071666666666665,120.21499999999999,15,15
user_00811,39.31,138.74117647058824,16,16
user_03046,39.120000000000005,130.39999999999998,14,14
user_08254,38.86833333333333,166.57857142857142,12,13
user_00161,38.67,145.0125,14,14
user_06644,38.278333333333336,143.54375,14,14
user_03861,37.54333333333334,160.9,10,10
user_02853,37.325,149.3,14,14
user_01845,36.660000000000004,169.2,12,12
user_08041,36.185,217.10999999999999,9,9
user_02667,35.974999999999994,166.03846153846155,12,12
user_02918,35.81166666666667,214.86999999999998,9,9
user_08904,35.80833333333334,165.26923076923077,9,9
user_06843,35.80166666666667,134.25625,13,13
user_07236,35.721666666666664,107.165,16,16
user_02416,35.471666666666664,78.82592592592593,20,21
user_04615,35.236666666666665,124.36470588235294,12,12
user_01402,35.056666666666665,150.24285714285716,13,13
user_01121,34.70166666666667,173.50833333333333,11,11
user_06680,34.67166666666667,130.01875,13,13
user_01134,34.65833333333333,173.29166666666666,12,12
user_06540,34.61,129.7875,14,14
user_00023,34.596666666666664,115.32222222222224,16,16
user_09709,34.525,98.64285714285714,16,16
user_02250,34.37166666666667,206.23000000000002,9,9
user_07953,34.32333333333333,158.41538461538462,11,11
user_04103,34.20833333333333,108.02631578947368,18,18
user_00904,33.968333333333334,156.77692307692308,10,10
user_06756,33.849999999999994,169.25,9,9
user_08824,33.25666666666667,166.28333333333333,11,11
user_03211,33.05166666666667,180.28181818181818,8,8
user_03904,33.035,165.17499999999998,11,11
user_08705,32.82833333333333,115.86470588235295,12,13
user_09904,32.79,93.68571428571428,19,19
user_07759,32.51,130.04,14,14
user_07040,32.44166666666666,114.5,13,13
user_04140,32.41166666666667,149.59230769230768,10,10
user_01655,32.190000000000005,87.7909090909091,20,20
user_04675,32.18333333333334,80.45833333333333,18,19
user_09110,32.03333333333334,147.84615384615384,12,12
user_06968,31.88666666666667,127.54666666666667,14,14
user_01541,31.796666666666667,136.27142857142857,12,12
user_08337,31.543333333333333,118.2875,14,14
user_03088,31.459999999999997,157.29999999999998,9,10
user_08263,31.393333333333334,117.725,15,15
user_06121,31.288333333333334,144.40769230769232,12,12
user_06721,31.273333333333333,156.36666666666665,11,11
user_02949,31.261666666666667,104.20555555555556,14,14
user_01875,31.181666666666665,124.72666666666667,13,13
user_08975,31.126666666666665,103.75555555555556,14,14
user_09462,31.03,155.15,10,10
user_04513,30.991666666666667,84.52272727272727,16,16
user_03955,30.94166666666667,142.80769230769232,10,10
user_07212,30.894999999999996,102.98333333333333,15,15
user_00206,30.88,142.52307692307693,13,13
user_06044,30.673333333333336,96.86315789473684,16,16
user_00955,30.593333333333334,107.97647058823529,15,15
user_04356,30.47333333333333,152.36666666666667,9,10
user_07191,30.33,86.65714285714286,21,21
user_02297,30.291666666666664,165.22727272727272,10,10
user_05190,30.216666666666665,113.3125,12,12
user_01818,30.216666666666665,82.4090909090909,19,19
user_02585,30.178333333333335,181.07,9,9
user_09536,30.14333333333333,120.57333333333332,12,12
user_03300,30.073333333333334,150.36666666666667,10,10
user_04942,30.073333333333334,150.36666666666665,9,10
user_01916,29.965,85.61428571428571,19,19
user_01343,29.91166666666667,94.4578947368421,18,18
user_01727,29.903333333333332,128.15714285714284,12,12
user_08103,29.861666666666665,71.668,20,21
user_08020,29.67666666666667,254.3714285714286,6,6
user_08939,29.631666666666668,148.15833333333333,11,11
user_04889,29.49833333333333,110.61875,14,14
user_05948,29.398333333333333,92.83684210526316,16,17
user_02515,29.35333333333333,176.11999999999998,9,9
user_03663,29.198333333333334,125.13571428571429,12,12
user_09765,29.1,134.30769230769232,12,12
user_07578,29.098333333333333,124.70714285714284,13,13
user_06119,28.905,133.40769230769232,11,11
user_07329,28.89666666666667,123.84285714285714,13,13
user_09287,28.805,192.03333333333333,7,7
user_00499,28.766666666666666,115.06666666666666,14,14
user_09405,28.765,143.82500000000002,12,12
user_07744,28.73333333333333,191.55555555555554,7,7
user_07060,28.689999999999998,107.5875,15,15
user_08173,28.631666666666668,114.52666666666666,13,13
user_07386,28.585,90.26842105263158,17,17
user_09693,28.52,131.63076923076923,12,12
user_03553,28.515,155.53636363636363,10,10
user_09286,28.505,114.02,13,15
user_05064,28.501666666666665,114.00666666666666,13,13
user_00707,28.451666666666668,341.42,4,4
user_05112,28.316666666666666,169.9,9,9
user_06701,28.288333333333334,141.44166666666666,11,11
user_01025,28.14333333333333,112.57333333333332,12,12
user_03573,28.115,168.69,9,9
user_03410,28.11,129.73846153846154,11,11
user_00645,28.096666666666668,187.3111111111111,8,8
user_01295,28.095,105.35625,15,15
user_00919,28.041666666666668,88.55263157894737,17,17
user_02198,28.01833333333333,168.10999999999999,9,9
user_05679,27.973333333333333,98.72941176470587,14,15
user_06055,27.961666666666666,79.89047619047619,19,19
user_01215,27.92666666666667,152.32727272727274,11,11
user_01779,27.893333333333334,98.4470588235294,16,16
user_02926,27.835,75.91363636363636,19,20
user_02451,27.82,185.46666666666664,9,9
user_01278,27.745,128.05384615384617,12,12
user_02093,27.688333333333333,110.75333333333333,14,14
user_04613,27.621666666666666,75.33181818181818,16,16
user_07005,27.60333333333333,97.4235294117647,16,16
user_04483,27.561666666666667,82.68499999999999,19,19
user_08022,27.558333333333334,82.675,17,17
user_07670,27.441666666666666,96.8529411764706,15,15
user_04946,27.441666666666666,91.47222222222223,15,15
user_03413,27.418333333333333,109.67333333333333,12,12
user_07371,27.346666666666668,102.55,15,15
user_01024,27.26833333333333,102.25625,12,13
user_03731,27.265,116.85000000000001,13,13
user_08015,27.259999999999998,125.8153846153846,13,13
user_04354,27.253333333333337,96.18823529411765,14,14
user_03720,27.236666666666668,77.81904761904762,15,15
user_07757,27.17,181.13333333333333,8,8
user_09453,27.101666666666667,147.8272727272727,11,11
user_09033,27.084999999999997,116.07857142857142,13,13
user_05162,27.025000000000002,70.5,19,19
user_02740,27.016666666666666,95.3529411764706,15,15
user_01456,27.0,101.25,14,14
user_04767,26.975,80.925,19,19
user_01370,26.913333333333334,146.79999999999998,11,11
user_01614,26.89666666666667,107.58666666666667,12,12
user_03518,26.795,123.66923076923078,12,12
user_04076,26.79,107.16000000000001,12,13
user_07878,26.743333333333332,94.38823529411764,12,12
user_00479,26.714999999999996,123.30000000000001,12,12
user_09767,26.68,100.05,14,15
user_05238,26.68,72.76363636363637,19,20
user_05335,26.578333333333333,83.93157894736842,17,17
user_06744,26.56,265.59999999999997,5,5
user_04553,26.53333333333333,83.78947368421052,15,15
user_00572,26.528333333333332,79.58500000000001,18,18
user_03535,26.483333333333334,75.66666666666667,17,17
user_00540,26.48333333333333,88.27777777777777,16,16
user_08387,26.46333333333333,122.13846153846154,13,13
user_02146,26.425,176.16666666666666,9,9
user_06282,26.376666666666665,98.9125,15,15
user_09922,26.358333333333334,87.86111111111111,17,17
user_01884,26.355,105.42,14,14
user_03152,26.321666666666665,112.80714285714285,14,14
user_04508,26.288333333333334,78.865,18,18
user_06739,26.268333333333334,175.12222222222223,7,7
user_06258,26.25333333333333,105.01333333333332,12,12
user_09840,26.235,121.08461538461538,10,10
user_07774,26.156666666666663,174.3777777777778,8,8
user_07149,26.14666666666667,92.28235294117648,12,12
user_02801,26.125,78.375,17,17
user_05643,26.041666666666664,111.60714285714286,12,12
user_01070,26.041666666666664,104.16666666666667,14,14
user_05589,26.02,74.34285714285714,19,19
user_00816,26.011666666666667,70.94090909090909,19,19
user_09769,25.988333333333333,91.7235294117647,17,17
user_02191,25.953333333333333,103.81333333333333,13,13
user_00489,25.945,129.725,12,12
user_01461,25.885,97.06875000000001,16,16
user_05409,25.845,103.38000000000001,15,15
user_00830,25.768333333333334,110.43571428571428,12,12
user_05192,25.75,77.25,15,15
user_09481,25.723333333333336,96.4625,14,14
user_09082,25.68,110.05714285714285,12,12
user_02787,25.616666666666667,96.0625,15,15
user_02162,25.581666666666667,85.27222222222223,17,17
user_06875,25.471666666666668,101.88666666666668,14,14
user_08522,25.423333333333336,84.74444444444445,15,15
user_01846,25.415,117.30000000000001,12,12
user_00609,25.345000000000002,126.72500000000001,12,12
user_00720,25.34333333333333,101.37333333333332,13,13
user_08554,25.316666666666666,116.84615384615384,12,12
user_06993,25.301666666666666,79.89999999999999,17,17
user_01747,25.283333333333335,75.85,16,16
user_05244,25.176666666666666,65.67826086956521,22,22
user_04226,25.173333333333332,107.88571428571429,14,14
user_05566,25.091666666666665,71.69047619047619,16,16
user_08302,25.081666666666667,79.20526315789475,18,18
user_04512,25.071666666666665,88.48823529411764,13,13
user_02158,25.018333333333334,150.10999999999999,9,9
user_08559,24.991666666666667,149.95,10,10
user_07405,24.938333333333333,88.01764705882353,11,11
user_03094,24.751666666666665,78.16315789473684,14,14
user_00758,24.748333333333335,114.22307692307693,13,13
user_04157,24.74833333333333,148.48999999999998,9,9
user_05067,24.71,98.83999999999999,13,13
user_05442,24.708333333333336,134.77272727272728,10,10
user_07910,24.691666666666666,77.97368421052632,17,17
user_05675,24.675,74.025,16,16
user_04110,24.675,105.75,13,13
user_05387,24.643333333333334,105.61428571428571,12,13
user_04753,24.621666666666666,123.10833333333333,11,11
user_06284,24.605,82.01666666666667,15,15
user_07406,24.598333333333333,134.1727272727273,10,10
user_07433,24.59,81.96666666666667,14,15
user_04824,24.588333333333335,113.48461538461538,12,12
user_04678,24.548333333333332,73.64500000000001,18,18
user_07736,24.521666666666665,91.95625,15,15
user_04452,24.508333333333333,105.03571428571429,14,14
user_01668,24.503333333333334,86.48235294117647,12,12
user_04486,24.483333333333334,104.92857142857143,13,13
user_09629,24.483333333333334,81.61111111111111,16,16
user_03559,24.453333333333333,81.5111111111111,14,14
user_00676,24.438333333333333,73.315,18,18
user_07868,24.415,112.6846153846154,11,11
user_08709,24.4,86.11764705882354,15,16
user_07318,24.368333333333332,86.00588235294117,15,15
user_09885,24.358333333333334,121.79166666666667,11,11
user_05723,24.308333333333334,97.23333333333333,12,12
user_07932,24.296666666666667,80.98888888888888,18,18
user_05283,24.296666666666667,132.52727272727273,11,11
user_04698,24.29333333333333,104.11428571428571,10,10
user_06745,24.28,85.69411764705882,17,17
user_08264,24.258333333333333,97.03333333333333,14,14
user_04241,24.25,111.92307692307692,11,11
user_03773,24.24,103.88571428571429,13,13
user_08096,24.226666666666667,72.67999999999999,19,19
user_00516,24.19333333333333,145.16000000000003,9,9
user_01648,24.165000000000003,111.53076923076924,11,11
user_01444,24.165,161.10000000000002,7,7
user_00124,24.148333333333333,90.55625,15,15
user_04608,24.141666666666666,85.20588235294117,17,17
user_07167,24.134999999999998,90.50625,15,16
user_04555,24.128333333333334,120.64166666666667,12,12
user_08185,24.108333333333334,131.5,10,10
user_08470,24.063333333333333,72.19,17,17
user_09722,24.048333333333336,80.1611111111111,17,17
user_06126,24.001666666666665,110.77692307692307,11,11
user_08767,23.96333333333333,79.87777777777778,17,17
user_05816,23.951666666666668,119.75833333333333,11,11
user_05629,23.89,79.63333333333333,15,15
user_08220,23.88,102.34285714285714,13,13
user_05714,23.861666666666665,95.44666666666667,13,14
user_01496,23.845,110.05384615384615,13,13
user_04781,23.80666666666667,62.10434782608696,20,20
user_07385,23.776666666666667,129.6909090909091,10,10
user_06836,23.76,158.4,6,6
user_08999,23.743333333333332,67.83809523809524,18,18
user_01910,23.736666666666665,89.0125,15,15
user_07820,23.731666666666666,158.2111111111111,9,9
user_02512,23.723333333333333,56.93600000000001,21,21
user_06442,23.681666666666665,202.9857142857143,7,7
user_02399,23.663333333333334,109.21538461538464,12,13
user_07636,23.601666666666667,128.73636363636362,10,10
user_08723,23.59,83.25882352941176,15,15
user_03717,23.573333333333334,117.86666666666667,12,12
user_06705,23.565,67.32857142857144,15,16
user_04503,23.553333333333335,70.66,17,17
user_02678,23.525000000000002,88.21875,14,14
user_06224,23.475,140.85,10,10
user_05508,23.473333333333333,78.24444444444445,12,12
user_09076,23.446666666666665,117.23333333333333,9,9
user_02570,23.385,93.53999999999999,14,14
user_09702,23.368333333333332,70.10499999999999,15,15
user_09658,23.316666666666666,82.29411764705883,17,17
user_01526,23.283333333333335,107.46153846153847,12,12
user_07453,23.263333333333335,93.05333333333333,13,13
user_08200,23.263333333333335,116.31666666666666,11,11
user_08697,23.251666666666665,87.19375,15,15
user_06638,23.21,116.05,10,10
user_09978,23.195,86.98125,13,13
user_00216,23.171666666666667,86.89375,12,12
user_01154,23.148333333333333,198.41428571428574,6,6
user_09172,23.138333333333332,73.06842105263158,16,16
user_02356,23.131666666666668,126.17272727272729,11,11
user_06114,23.1,115.5,11,11
user_05363,23.095000000000002,72.93157894736842,17,17
user_08126,23.078333333333333,98.90714285714286,13,13
user_07161,23.078333333333333,81.45294117647059,14,14
user_05787,23.051666666666666,72.79473684210527,17,17
user_07615,23.043333333333333,81.3294117647059,15,15
user_01543,23.003333333333334,98.58571428571429,13,13
user_00677,22.988333333333337,81.13529411764706,15,16
user_06990,22.988333333333333,106.1,12,12
user_01443,22.988333333333333,86.20625,15,15
user_07180,22.983333333333334,98.5,14,14
user_07137,22.94,105.87692307692308,12,12
user_03652,22.930000000000003,98.27142857142859,12,12
user_08275,22.901666666666667,91.60666666666665,13,13
user_05600,22.89,57.225,22,22
user_09869,22.886666666666667,114.43333333333334,11,11
user_02844,22.883333333333333,68.65,17,17
user_03163,22.863333333333333,91.45333333333333,15,15
user_02027,22.858333333333334,68.575,18,18
user_04331,22.851666666666667,80.65294117647058,12,12
user_09353,22.835,76.11666666666666,17,17
user_07592,22.833333333333332,137.0,10,10
user_05541,22.831666666666663,136.99,10,10
user_00004,22.825,80.55882352941177,13,14
user_05812,22.810000000000002,97.75714285714287,10,10
user_04960,22.79,124.30909090909091,11,11
user_09801,22.758333333333333,91.03333333333333,14,14
user_08613,22.758333333333333,80.32352941176471,16,16
user_08090,22.755,105.02307692307691,10,10
user_00947,22.735,85.25625,15,15
user_00596,22.726666666666667,104.89230769230768,13,13
user_05379,22.71,71.71578947368421,19,19
user_01152,22.7,151.33333333333334,8,8
user_03658,22.688333333333333,85.08125,15,15
user_08449,22.683333333333334,75.61111111111111,18,18
user_07401,22.675,75.58333333333333,16,17
user_01710,22.65,97.07142857142857,12,12
user_09804,22.645,113.22500000000001,11,11
user_01086,22.62666666666667,67.88000000000001,17,17
user_00926,22.606666666666666,123.30909090909091,10,10
user_09815,22.593333333333334,75.3111111111111,14,14
user_07479,22.59,96.81428571428572,12,12
user_01651,22.551666666666666,104.08461538461538,13,13
user_05721,22.54,71.17894736842106,15,15
user_04748,22.468333333333334,103.69999999999999,12,12
user_09964,22.46666666666667,67.4,17,17
user_03812,22.46,96.25714285714287,14,14
user_04807,22.448333333333334,103.60769230769232,12,12
user_02553,22.441666666666666,64.11904761904762,17,17
user_04541,22.419999999999998,149.46666666666667,8,9
user_05150,22.413333333333334,112.06666666666666,12,12
user_06372,22.41,74.69999999999999,17,18
user_04178,22.401666666666667,84.00625,15,15
user_05649,22.400000000000002,74.66666666666667,15,15
user_08833,22.39666666666667,167.975,7,7
user_04015,22.368333333333332,67.105,18,18
user_02102,22.36,121.96363636363638,11,11
user_09564,22.323333333333334,83.7125,14,14
user_00838,22.314999999999998,83.68124999999999,15,15
user_02934,22.278333333333332,63.65238095238095,19,19
user_09822,22.276666666666667,78.62352941176471,14,14
user_08967,22.27166666666667,133.63,9,9
user_09716,22.251666666666665,74.17222222222222,16,16
user_07543,22.243333333333332,88.97333333333333,11,11
user_03411,22.23166666666667,166.7375,7,7
user_03649,22.22833333333333,95.26428571428572,12,12
user_05613,22.196666666666665,66.59,16,16
user_09913,22.195,83.23125,14,14
user_02331,22.158333333333335,88.63333333333334,15,15
user_00571,22.155,94.95,14,14
user_08299,22.153333333333332,63.2952380952381,18,18
user_02956,22.108333333333334,165.8125,8,8
user_00532,22.075,69.71052631578948,16,16
user_05230,22.06,69.66315789473684,19,19
user_00643,22.055,120.3,10,10
user_06175,22.051666666666666,73.50555555555555,14,14
user_00159,22.05,94.5,13,13
user_06309,22.035,94.43571428571428,13,13
user_06845,22.02,120.10909090909091,9,9
user_08417,22.008333333333333,110.04166666666667,11,11
user_00387,21.994999999999997,69.45789473684209,17,17
user_01814,21.983333333333334,146.55555555555554,8,9
user_01038,21.981666666666666,87.92666666666666,13,13
user_00515,21.95,69.3157894736842,14,14
user_01919,21.95,94.07142857142857,12,12
user_02795,21.916666666666668,109.58333333333333,11,12
user_04858,21.903333333333332,77.30588235294118,14,14
user_05646,21.891666666666666,93.82142857142857,14,14
user_04011,21.880000000000003,109.39999999999999,11,11
user_09018,21.85,87.4,12,12
user_02039,21.848333333333333,131.09,10,10
user_02065,21.845,72.81666666666666,17,18
user_09473,21.84166666666667,81.90625,15,15
user_01813,21.833333333333332,131.0,9,9
